HourDK,GrossConsumptionMWh,t2m,step_days,Is_Holiday,Day_Monday,Day_Tuesday,Day_Wednesday,Day_Thursday,Day_Friday,Day_Saturday,Day_Sunday,Month_January,Month_February,Month_March,Month_April,Month_May,Month_June,Month_July,Month_August,Month_September,Month_October,Month_November,Month_December
2012-02-17,105100.128416,1.9738801750000001,47,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-02-18,94624.256837,1.8984743000000002,48,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-02-19,90731.651979,1.9409868000000001,49,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2012-02-20,108946.05016700001,2.2776211,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-02-21,109564.843385,2.45516225,51,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-02-22,109963.347167,2.4697803,52,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-02-23,106910.298342,2.7752335,53,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-02-24,102779.86218,2.991702025,54,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-02-25,91199.626468,3.302208825,55,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-02-26,87235.011475,3.350582025,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2012-02-27,108285.319092,3.255886275,57,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-02-28,105972.131469,2.848410775,58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-02-29,103288.000367,2.464918875,59,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-03-01,102917.130491,2.39718145,60,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-02,99041.150999,2.30253055,61,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-03,89262.227293,2.181957325,62,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-04,89758.363406,2.2143381150000003,63,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-05,105160.597532,2.495563575,64,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-06,105743.313845,2.691103825,65,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-07,108737.603635,2.729461325,66,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-08,104559.144166,2.884890925,67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-09,101997.292481,3.11597055,68,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-10,90031.323853,3.119766425,69,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-11,87442.274171,3.236163325,70,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-12,102274.06653,2.56451125,71,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-13,102544.25525,2.521801275,72,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-14,101042.612797,3.09568835,73,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-15,104450.623905,3.1960757,74,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-16,98583.858155,2.892008225,75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-17,85997.802612,2.992220275,76,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-18,84877.619139,3.0790651,77,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-19,76910.093268,2.9163909500000003,78,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-20,102639.77466,3.111516925,79,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-21,99048.549317,3.4968329750000002,80,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-22,98021.825437,3.2987255,81,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-23,95237.331055,3.002773725,82,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-24,84146.230592,3.047926225,83,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-25,79141.231933,3.50186625,84,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-26,96990.321535,3.7025349499999995,85,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-27,97202.92944200001,3.5862458249999998,86,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-28,97788.044434,3.95951225,87,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-29,99074.653317,4.310042575,88,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-30,95457.38879699999,4.0563955,89,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-31,85148.8219,4.0116456,90,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-01,84442.466426,4.1254531,91,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-02,98490.727416,4.47590885,92,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-03,99448.377442,4.846085625000001,93,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-04,96892.29236,5.186932375,94,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-05,83459.904538,5.328063975,95,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-06,82863.825438,5.218881625,96,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-07,81932.793214,5.17425405,97,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-08,78084.778687,5.0247165,98,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-09,82914.581297,4.99790505,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-10,98189.932735,5.4584952,100,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-11,96720.744754,5.72792075,101,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-12,96709.123535,5.58028945,102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-13,94721.110472,5.822514375,103,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-14,81607.756714,6.391059074999999,104,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-15,78385.87964,6.63173775,105,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-16,95941.427734,6.72385275,106,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-17,97299.049682,6.830853225,107,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-18,97698.560549,6.8729327499999995,108,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-19,95861.746458,6.6720673249999995,109,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-20,93654.45813,6.6913627,110,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-21,81441.78576500001,6.94376535,111,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-22,78110.647343,6.84189225,112,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-23,93744.76673,6.827719549999999,113,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-24,95351.548707,7.316329,114,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-25,95682.169556,7.896859075,115,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-26,96889.540161,7.81784925,116,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-27,92674.589724,7.85237565,117,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-28,80053.308962,8.0237841,118,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-29,78648.38367,8.210808225,119,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-30,89544.098998,7.940226025,120,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-05-01,84313.77514299999,7.880877675000001,121,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-02,89498.433473,8.1402359,122,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-03,88763.598635,8.403011,123,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-04,76627.114988,8.5766725,124,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-05,75284.415589,8.979823925,125,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-06,74230.589356,8.844333325000001,126,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-07,91424.307495,8.988429400000001,127,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-08,93953.106078,9.251039500000001,128,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-09,94129.208983,9.41739055,129,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-10,96473.459106,9.454651725,130,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-11,92066.746702,9.76107875,131,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-12,80466.574464,10.13061225,132,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-13,74662.229615,10.62793075,133,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-14,93298.790893,10.687529875,134,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-15,94181.19201700001,10.414610999999999,135,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-16,95891.94177599999,10.9573785,136,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-17,80480.438724,10.993781125,137,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-18,80855.93103200001,10.8695465,138,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-19,75158.128057,11.157155750000001,139,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-20,71506.43915,11.3243115,140,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-21,89358.107667,11.4433865,141,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-22,91920.84497,11.293232,142,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-23,92443.486573,11.40430675,143,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-24,91412.108523,11.646922875000001,144,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-25,88021.151065,11.66248575,145,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-26,75116.27362200001,11.60995975,146,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-27,70542.480225,11.445809749999999,147,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-28,74082.635984,11.45371975,148,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-29,91179.905397,11.396758,149,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-30,92617.886474,11.616964,150,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-31,93565.009034,12.141943375,151,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-06-01,91353.619997,12.4544325,152,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-02,79053.802126,12.641698,153,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-03,76764.380923,12.44436875,154,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-04,91153.08832,12.41191775,155,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-05,81720.679321,12.46371175,156,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-06,91629.826725,12.5960935,157,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-07,93010.354309,12.756416250000001,158,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-08,90910.742124,13.007599500000001,159,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-09,77561.398375,13.245322,160,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-10,75590.859986,13.1438235,161,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-11,90586.004151,13.449183625,162,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-12,90394.930541,14.07639675,163,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-13,90575.231568,13.837517,164,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-14,90720.125551,13.90114275,165,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-15,87578.76178,13.930771499999999,166,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-16,74497.573058,13.822153499999999,167,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-17,73754.039181,14.278880749999999,168,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-18,89574.123229,14.0468255,169,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-19,89359.854188,13.79658325,170,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-20,88745.57623199999,13.74833075,171,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-21,88745.62811399999,13.819413125,172,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-22,88618.194461,14.3215055,173,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-23,75012.804872,14.454279000000001,174,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-24,74646.727657,14.611542750000002,175,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-25,91653.836125,14.355845,176,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-26,91999.166014,13.7874805,177,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-27,90027.125424,13.817446375,178,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-28,89575.862672,14.3808115,179,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-29,88971.450809,14.6122315,180,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-06-30,74502.97595,14.810639,181,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-07-01,72348.663514,15.333616000000001,182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-02,87862.987551,15.043954499999998,183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-03,73648.171872,16.11429425,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-04,88581.238096,17.1715655,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-05,89080.172609,17.85540175,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-06,88029.582276,17.92451325,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-07,73471.475646,17.53369975,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-08,70270.41748,17.046609250000003,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-09,87615.86316000001,16.788578,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-10,87144.860902,16.5431475,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-11,86440.643314,16.43397175,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-12,86080.702698,16.18008875,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-13,82300.121097,15.9154755,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-14,71484.322818,15.6273675,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-15,67299.753845,15.568552,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-16,79399.939823,15.66791775,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-17,78620.812254,15.714648749999999,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-18,78602.955446,15.69399975,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-19,80260.86047,15.666369999999999,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-20,77251.286864,16.099864500000002,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-21,68257.445923,16.39349775,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-22,65376.746761,16.21467425,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-23,77395.690554,16.20299225,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-24,77219.936887,16.06944,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-25,79014.909971,16.138977,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-26,79429.753542,16.51364425,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-27,78543.23297299999,16.809167000000002,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-28,72394.248288,16.872699,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-29,69529.519594,16.6753455,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-30,81403.407897,16.450559,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-31,82506.273806,16.52988675,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-08-01,83099.731386,16.6978055,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-02,85207.62616,16.99570775,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-03,81826.406069,16.78859125,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-04,72133.14325000001,16.6719145,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-05,71315.978212,16.547979,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-06,89005.063416,16.590421,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-07,90594.825563,16.633095,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-08,90696.25354199999,16.597713,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-09,89318.583924,16.8242275,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-10,86503.408877,17.045268,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-11,73310.815127,16.77549775,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-12,71725.259827,16.8086,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-13,89321.055115,16.597231,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-14,90917.189698,16.510101249999998,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-15,91676.352052,16.385977375,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-16,93039.323123,16.19715075,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-17,88209.926877,16.07496175,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-18,77795.78967,16.357328250000002,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-19,74163.911438,16.250949375,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-20,92740.100403,16.00748475,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-21,93298.375857,15.877672,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-22,93931.28949,15.73341225,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-23,93456.277224,15.6057195,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-24,88915.370913,15.8770455,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-25,76383.708071,15.4114015,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-26,75108.302612,15.466518875,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-27,90378.851376,15.5291165,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-28,92933.578429,15.5327225,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-29,92185.679622,15.49033275,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-30,93396.496643,15.379078875,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-31,88618.016846,15.57222925,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-09-01,76316.860106,15.220803499999999,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-02,75745.227539,15.059660875,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-03,90971.66656499999,15.449514500000001,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-04,93210.214661,15.328511500000001,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-05,93702.140139,15.37389475,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-06,93867.05615,15.03028025,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-07,90190.490235,14.9431495,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-08,76902.744325,14.785672,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-09,74829.181032,14.719029500000001,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-10,91499.670839,14.5242065,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-11,93730.731932,14.4737955,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-12,91476.213072,14.34981275,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-13,91298.162296,13.829535875,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-14,92163.421143,13.862158375,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-15,77744.284544,13.672108625,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-16,74911.213501,13.7371385,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-17,90660.66809199999,13.728171,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-18,92952.346437,13.597385,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-19,93592.411498,13.34696825,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-20,93463.997563,13.359435375,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-21,92321.64539,13.217545,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-22,78766.33026,13.038042875,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-23,76137.456914,12.89524875,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-24,97128.950075,12.692981125,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-25,97570.614015,12.28024675,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-26,98054.718385,12.389377375,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-27,97501.80945,12.3924925,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-28,92872.542482,12.533495625,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
